"DMS_ORIG","DMS_DEST","SCTG2","DMS_MODE","Total KTons in 2015"
"Rest of KS","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","1.907197"
"Rest of KS","Rest of NC","Plastics/rubber","Truck","0.187076"
"Rest of KS","North Dakota","Plastics/rubber","Truck","2.231093"
"Rest of KS","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","1.263798"
"Rest of KS","Cleveland OH","Plastics/rubber","Truck","0.381829"
"Rest of KS","Columbus OH","Plastics/rubber","Truck","0.489937"
"Rest of KS","Dayton OH","Plastics/rubber","Truck","9.655452"
"Rest of KS","Rest of OH","Plastics/rubber","Truck","0.359142"
"Rest of KS","Oklahoma City OK","Plastics/rubber","Truck","2.178156"
"Rest of KS","Tulsa OK","Plastics/rubber","Truck","0.278843"
"Rest of KS","Rest of OK","Plastics/rubber","Truck","0.841059"
"Rest of KS","Portland OR-WA (OR Part)","Plastics/rubber","Truck","2.707998"
"Rest of KS","Rest of OR","Plastics/rubber","Truck","0.224737"
"Rest of KS","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","0.301286"
"Rest of KS","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","0.540150"
"Rest of KS","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","0.203960"
"Rest of KS","Rest of PA","Plastics/rubber","Truck","12.236174"
"Rest of KS","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.194553"
"Rest of KS","Greenville SC","Plastics/rubber","Truck","0.002273"
"Rest of KS","Rest of SC","Plastics/rubber","Truck","1.114502"
"Rest of KS","South Dakota","Plastics/rubber","Truck","1.776825"
"Rest of KS","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","3.316656"
"Rest of KS","Nashville TN","Plastics/rubber","Truck","0.000111"
"Rest of KS","Rest of TN","Plastics/rubber","Truck","0.652220"
"Rest of KS","Austin TX","Plastics/rubber","Truck","1.960546"
"Rest of KS","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","37.098755"
"Rest of KS","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","0.244075"
"Rest of KS","Houston TX","Plastics/rubber","Truck","0.896426"
"Rest of KS","Laredo TX","Plastics/rubber","Truck","2.159751"
"Rest of KS","San Antonio TX","Plastics/rubber","Truck","0.201889"
"Rest of KS","Rest of TX","Plastics/rubber","Truck","9.541589"
"Rest of KS","Salt Lake City UT","Plastics/rubber","Truck","0.238270"
"Rest of KS","Rest of UT","Plastics/rubber","Truck","0.081908"
"Rest of KS","Richmond VA","Plastics/rubber","Truck","0.212320"
"Rest of KS","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","0.055628"
"Rest of KS","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","0.016419"
"Rest of KS","Rest of VA","Plastics/rubber","Truck","0.882710"
"Rest of KS","Seattle WA","Plastics/rubber","Truck","0.239883"
"Rest of KS","Portland OR-WA (WA Part)","Plastics/rubber","Truck","0.000189"
"Rest of KS","Rest of WA","Plastics/rubber","Truck","0.384013"
"Rest of KS","West Virginia","Plastics/rubber","Truck","0.246993"
"Rest of KS","Milwaukee WI","Plastics/rubber","Truck","0.851207"
"Rest of KS","Rest of WI","Plastics/rubber","Truck","3.083189"
"Rest of KS","Wyoming","Plastics/rubber","Truck","0.011147"
"Cincinnati OH-KY-IN (KY Part)","Birmingham AL","Plastics/rubber","Truck","0.014297"
"Cincinnati OH-KY-IN (KY Part)","Rest of AL","Plastics/rubber","Truck","5.246069"
"Cincinnati OH-KY-IN (KY Part)","Phoenix AZ","Plastics/rubber","Truck","0.312083"
"Cincinnati OH-KY-IN (KY Part)","Tucson AZ","Plastics/rubber","Truck","0.000087"
"Cincinnati OH-KY-IN (KY Part)","Rest of AZ","Plastics/rubber","Truck","0.018109"
"Cincinnati OH-KY-IN (KY Part)","Arkansas","Plastics/rubber","Truck","0.910218"
"Cincinnati OH-KY-IN (KY Part)","Los Angeles CA","Plastics/rubber","Truck","1.655350"
"Cincinnati OH-KY-IN (KY Part)","Sacramento CA","Plastics/rubber","Truck","0.099430"
"Cincinnati OH-KY-IN (KY Part)","San Diego CA","Plastics/rubber","Truck","0.953711"
"Cincinnati OH-KY-IN (KY Part)","San Francisco CA","Plastics/rubber","Truck","0.235158"
"Cincinnati OH-KY-IN (KY Part)","Denver CO","Plastics/rubber","Truck","0.231908"
"Cincinnati OH-KY-IN (KY Part)","Rest of CO","Plastics/rubber","Truck","0.191726"
"Cincinnati OH-KY-IN (KY Part)","Hartford CT","Plastics/rubber","Truck","0.509848"
"Cincinnati OH-KY-IN (KY Part)","Rest of CT","Plastics/rubber","Truck","0.297412"
"Cincinnati OH-KY-IN (KY Part)","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","2.807770"
"Cincinnati OH-KY-IN (KY Part)","Washington DC-VA-MD-WV (DC Part)","Plastics/rubber","Truck","0.417488"
"Cincinnati OH-KY-IN (KY Part)","Miami FL","Plastics/rubber","Truck","0.536834"
"Cincinnati OH-KY-IN (KY Part)","Orlando FL","Plastics/rubber","Truck","5.160160"
"Cincinnati OH-KY-IN (KY Part)","Tampa FL","Plastics/rubber","Truck","4.374880"
"Cincinnati OH-KY-IN (KY Part)","Rest of FL","Plastics/rubber","Truck","0.210608"
"Cincinnati OH-KY-IN (KY Part)","Atlanta GA","Plastics/rubber","Truck","0.842995"
"Cincinnati OH-KY-IN (KY Part)","Rest of GA","Plastics/rubber","Truck","0.876724"
"Cincinnati OH-KY-IN (KY Part)","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","9.525855"
"Cincinnati OH-KY-IN (KY Part)","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","0.238025"
"Cincinnati OH-KY-IN (KY Part)","Rest of IL","Plastics/rubber","Truck","5.140095"
"Cincinnati OH-KY-IN (KY Part)","Chicago IL-IN-WI (IN Part)","Plastics/rubber","Truck","0.027819"
"Cincinnati OH-KY-IN (KY Part)","Indianapolis IN","Plastics/rubber","Truck","16.343666"
"Cincinnati OH-KY-IN (KY Part)","Fort Wayne IN","Plastics/rubber","Truck","1.636796"
"Cincinnati OH-KY-IN (KY Part)","Rest of IN","Plastics/rubber","Truck","10.822837"
"Cincinnati OH-KY-IN (KY Part)","Iowa","Plastics/rubber","Truck","1.036272"
"Cincinnati OH-KY-IN (KY Part)","Rest of KS","Plastics/rubber","Truck","1.532638"
"Cincinnati OH-KY-IN (KY Part)","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","21.271317"
"Cincinnati OH-KY-IN (KY Part)","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","14.597571"
"Cincinnati OH-KY-IN (KY Part)","Rest of KY","Plastics/rubber","Truck","9.278708"
"Cincinnati OH-KY-IN (KY Part)","Baton Rouge LA","Plastics/rubber","Truck","0.005624"
"Cincinnati OH-KY-IN (KY Part)","New Orleans LA-MS (LA Part)","Plastics/rubber","Truck","0.137337"
"Cincinnati OH-KY-IN (KY Part)","Rest of LA","Plastics/rubber","Truck","0.786080"
"Cincinnati OH-KY-IN (KY Part)","Baltimore MD","Plastics/rubber","Truck","2.224957"
"Cincinnati OH-KY-IN (KY Part)","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","0.624423"
"Cincinnati OH-KY-IN (KY Part)","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","3.089255"
"Cincinnati OH-KY-IN (KY Part)","Rest of MA","Plastics/rubber","Truck","5.528265"
"Cincinnati OH-KY-IN (KY Part)","Detroit MI","Plastics/rubber","Truck","4.528401"
"Cincinnati OH-KY-IN (KY Part)","Grand Rapids MI","Plastics/rubber","Truck","0.254397"
"Cincinnati OH-KY-IN (KY Part)","Rest of MI","Plastics/rubber","Truck","2.194976"
"Cincinnati OH-KY-IN (KY Part)","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","1.033365"
"Cincinnati OH-KY-IN (KY Part)","Rest of MN","Plastics/rubber","Truck","0.662915"
"Cincinnati OH-KY-IN (KY Part)","Mississippi","Plastics/rubber","Truck","0.270117"
"Cincinnati OH-KY-IN (KY Part)","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","12.961288"
"Cincinnati OH-KY-IN (KY Part)","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","2.539218"
"Cincinnati OH-KY-IN (KY Part)","Rest of MO","Plastics/rubber","Truck","0.958101"
"Cincinnati OH-KY-IN (KY Part)","Montana","Plastics/rubber","Truck","2.708042"
"Cincinnati OH-KY-IN (KY Part)","Omaha NE-IA (NE Part)","Plastics/rubber","Truck","0.002451"
"Cincinnati OH-KY-IN (KY Part)","Rest of NE","Plastics/rubber","Truck","0.124666"
"Cincinnati OH-KY-IN (KY Part)","Las Vegas NV-AZ (NV Part)","Plastics/rubber","Truck","0.004453"
"Cincinnati OH-KY-IN (KY Part)","Boston MA-RI-NH-CT (NH Part)","Plastics/rubber","Truck","0.639392"
"Cincinnati OH-KY-IN (KY Part)","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","3.915661"
"Cincinnati OH-KY-IN (KY Part)","Albany NY  CFS Area","Plastics/rubber","Truck","0.780253"
"Cincinnati OH-KY-IN (KY Part)","Buffalo NY  CFS Area","Plastics/rubber","Truck","6.140639"
"Cincinnati OH-KY-IN (KY Part)","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","4.757588"
"Cincinnati OH-KY-IN (KY Part)","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","0.244698"
"Cincinnati OH-KY-IN (KY Part)","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","5.707262"
"Cincinnati OH-KY-IN (KY Part)","Raleigh-Durham NC","Plastics/rubber","Truck","0.024549"
"Cincinnati OH-KY-IN (KY Part)","Rest of NC","Plastics/rubber","Truck","0.245748"
"Cincinnati OH-KY-IN (KY Part)","North Dakota","Plastics/rubber","Truck","2.213286"
"Cincinnati OH-KY-IN (KY Part)","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","6.431897"
"Cincinnati OH-KY-IN (KY Part)","Cleveland OH","Plastics/rubber","Truck","3.793957"
"Cincinnati OH-KY-IN (KY Part)","Columbus OH","Plastics/rubber","Truck","2.759001"
"Cincinnati OH-KY-IN (KY Part)","Dayton OH","Plastics/rubber","Truck","0.706043"
"Cincinnati OH-KY-IN (KY Part)","Rest of OH","Plastics/rubber","Truck","11.246164"
"Cincinnati OH-KY-IN (KY Part)","Oklahoma City OK","Plastics/rubber","Truck","0.282816"
"Cincinnati OH-KY-IN (KY Part)","Tulsa OK","Plastics/rubber","Truck","0.801471"
"Cincinnati OH-KY-IN (KY Part)","Rest of OK","Plastics/rubber","Truck","2.591510"
"Cincinnati OH-KY-IN (KY Part)","Portland OR-WA (OR Part)","Plastics/rubber","Truck","1.873872"
"Cincinnati OH-KY-IN (KY Part)","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","1.790239"
"Cincinnati OH-KY-IN (KY Part)","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","2.410043"
"Cincinnati OH-KY-IN (KY Part)","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","0.238348"
"Cincinnati OH-KY-IN (KY Part)","Rest of PA","Plastics/rubber","Truck","8.222877"
"Cincinnati OH-KY-IN (KY Part)","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.916226"
"Cincinnati OH-KY-IN (KY Part)","Greenville SC","Plastics/rubber","Truck","0.153036"
"Cincinnati OH-KY-IN (KY Part)","Rest of SC","Plastics/rubber","Truck","0.223656"
"Cincinnati OH-KY-IN (KY Part)","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","0.207216"
"Cincinnati OH-KY-IN (KY Part)","Nashville TN","Plastics/rubber","Truck","3.862846"
"Cincinnati OH-KY-IN (KY Part)","Knoxville TN","Plastics/rubber","Truck","3.175022"
"Cincinnati OH-KY-IN (KY Part)","Rest of TN","Plastics/rubber","Truck","1.001583"
"Cincinnati OH-KY-IN (KY Part)","Austin TX","Plastics/rubber","Truck","0.020255"
"Cincinnati OH-KY-IN (KY Part)","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","4.585231"
"Cincinnati OH-KY-IN (KY Part)","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","1.714716"
"Cincinnati OH-KY-IN (KY Part)","Houston TX","Plastics/rubber","Truck","0.254440"
"Cincinnati OH-KY-IN (KY Part)","Laredo TX","Plastics/rubber","Truck","1.563193"
"Cincinnati OH-KY-IN (KY Part)","San Antonio TX","Plastics/rubber","Truck","0.268380"
"Cincinnati OH-KY-IN (KY Part)","Rest of TX","Plastics/rubber","Truck","2.803633"
"Cincinnati OH-KY-IN (KY Part)","Salt Lake City UT","Plastics/rubber","Truck","0.000086"
"Cincinnati OH-KY-IN (KY Part)","Richmond VA","Plastics/rubber","Truck","0.389998"
"Cincinnati OH-KY-IN (KY Part)","Rest of VA","Plastics/rubber","Truck","0.342215"
"Cincinnati OH-KY-IN (KY Part)","West Virginia","Plastics/rubber","Truck","0.307016"
"Cincinnati OH-KY-IN (KY Part)","Milwaukee WI","Plastics/rubber","Truck","0.898422"
"Cincinnati OH-KY-IN (KY Part)","Rest of WI","Plastics/rubber","Truck","6.460379"
"Louisville KY-IN (KY Part)","Birmingham AL","Plastics/rubber","Truck","5.953367"
"Louisville KY-IN (KY Part)","Rest of AL","Plastics/rubber","Truck","31.883289"
"Louisville KY-IN (KY Part)","Tucson AZ","Plastics/rubber","Truck","0.224779"
"Louisville KY-IN (KY Part)","Arkansas","Plastics/rubber","Truck","8.502905"
"Louisville KY-IN (KY Part)","Los Angeles CA","Plastics/rubber","Truck","2.300183"
"Louisville KY-IN (KY Part)","Sacramento CA","Plastics/rubber","Truck","0.250709"
"Louisville KY-IN (KY Part)","San Diego CA","Plastics/rubber","Truck","0.357840"
"Louisville KY-IN (KY Part)","San Francisco CA","Plastics/rubber","Truck","0.300550"
"Louisville KY-IN (KY Part)","Rest of CA","Plastics/rubber","Truck","2.275047"
"Louisville KY-IN (KY Part)","Denver CO","Plastics/rubber","Truck","0.292163"
"Louisville KY-IN (KY Part)","Hartford CT","Plastics/rubber","Truck","2.306438"
"Louisville KY-IN (KY Part)","Rest of CT","Plastics/rubber","Truck","2.283268"
"Louisville KY-IN (KY Part)","Rest of DE","Plastics/rubber","Truck","0.531873"
"Louisville KY-IN (KY Part)","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","0.100682"
"Louisville KY-IN (KY Part)","Miami FL","Plastics/rubber","Truck","2.346637"
"Louisville KY-IN (KY Part)","Orlando FL","Plastics/rubber","Truck","1.379708"
"Louisville KY-IN (KY Part)","Tampa FL","Plastics/rubber","Truck","0.670832"
"Louisville KY-IN (KY Part)","Rest of FL","Plastics/rubber","Truck","4.224704"
"Louisville KY-IN (KY Part)","Atlanta GA","Plastics/rubber","Truck","12.431887"
"Louisville KY-IN (KY Part)","Rest of GA","Plastics/rubber","Truck","3.170476"
"Louisville KY-IN (KY Part)","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","8.870351"
"Louisville KY-IN (KY Part)","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","1.851597"
"Louisville KY-IN (KY Part)","Rest of IL","Plastics/rubber","Truck","13.371694"
"Louisville KY-IN (KY Part)","Indianapolis IN","Plastics/rubber","Truck","9.351053"
"Louisville KY-IN (KY Part)","Fort Wayne IN","Plastics/rubber","Truck","2.104312"
"Louisville KY-IN (KY Part)","Rest of IN","Plastics/rubber","Truck","55.460178"
"Louisville KY-IN (KY Part)","Iowa","Plastics/rubber","Truck","2.070857"
"Louisville KY-IN (KY Part)","Rest of KS","Plastics/rubber","Truck","0.343866"
"Louisville KY-IN (KY Part)","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","0.998062"
"Louisville KY-IN (KY Part)","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","119.941406"
"Louisville KY-IN (KY Part)","Rest of KY","Plastics/rubber","Truck","45.151218"
"Louisville KY-IN (KY Part)","Rest of LA","Plastics/rubber","Truck","1.903429"
"Louisville KY-IN (KY Part)","Baltimore MD","Plastics/rubber","Truck","0.293548"
"Louisville KY-IN (KY Part)","Rest of MD","Plastics/rubber","Truck","0.127174"
"Louisville KY-IN (KY Part)","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","3.003044"
"Louisville KY-IN (KY Part)","Rest of MA","Plastics/rubber","Truck","0.721232"
"Louisville KY-IN (KY Part)","Detroit MI","Plastics/rubber","Truck","4.120164"
"Louisville KY-IN (KY Part)","Grand Rapids MI","Plastics/rubber","Truck","0.941179"
"Louisville KY-IN (KY Part)","Rest of MI","Plastics/rubber","Truck","2.526826"
"Louisville KY-IN (KY Part)","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","3.470648"
"Louisville KY-IN (KY Part)","Rest of MN","Plastics/rubber","Truck","0.245550"
"Louisville KY-IN (KY Part)","Mississippi","Plastics/rubber","Truck","5.120747"
"Louisville KY-IN (KY Part)","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","0.321802"
"Louisville KY-IN (KY Part)","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","6.027080"
"Louisville KY-IN (KY Part)","Rest of MO","Plastics/rubber","Truck","5.213758"
"Louisville KY-IN (KY Part)","Rest of NV","Plastics/rubber","Truck","0.956468"
"Louisville KY-IN (KY Part)","Boston MA-RI-NH-CT (NH Part)","Plastics/rubber","Truck","0.524795"
"Louisville KY-IN (KY Part)","Rest of NH","Plastics/rubber","Truck","0.424909"
"Louisville KY-IN (KY Part)","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","1.354449"
"Louisville KY-IN (KY Part)","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","0.471826"
"Louisville KY-IN (KY Part)","New Mexico","Plastics/rubber","Truck","0.282149"
"Louisville KY-IN (KY Part)","Albany NY  CFS Area","Plastics/rubber","Truck","2.081730"
"Louisville KY-IN (KY Part)","Buffalo NY  CFS Area","Plastics/rubber","Truck","1.374145"
"Louisville KY-IN (KY Part)","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","4.571674"
"Louisville KY-IN (KY Part)","Rochester NY","Plastics/rubber","Truck","0.390370"
"Louisville KY-IN (KY Part)","Rest of NY","Plastics/rubber","Truck","22.879436"
"Louisville KY-IN (KY Part)","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","16.170769"
"Louisville KY-IN (KY Part)","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","1.065726"
"Louisville KY-IN (KY Part)","Raleigh-Durham NC","Plastics/rubber","Truck","0.277002"
"Louisville KY-IN (KY Part)","Rest of NC","Plastics/rubber","Truck","3.178853"
"Louisville KY-IN (KY Part)","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","17.563341"
"Louisville KY-IN (KY Part)","Cleveland OH","Plastics/rubber","Truck","17.250551"
"Louisville KY-IN (KY Part)","Columbus OH","Plastics/rubber","Truck","4.377443"
"Louisville KY-IN (KY Part)","Dayton OH","Plastics/rubber","Truck","2.182357"
"Louisville KY-IN (KY Part)","Rest of OH","Plastics/rubber","Truck","16.912098"
"Louisville KY-IN (KY Part)","Tulsa OK","Plastics/rubber","Truck","0.829704"
"Louisville KY-IN (KY Part)","Rest of OK","Plastics/rubber","Truck","0.240685"
"Louisville KY-IN (KY Part)","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","1.034481"
"Louisville KY-IN (KY Part)","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","0.087318"
"Louisville KY-IN (KY Part)","Rest of PA","Plastics/rubber","Truck","5.380481"
"Louisville KY-IN (KY Part)","Greenville SC","Plastics/rubber","Truck","3.019101"
"Louisville KY-IN (KY Part)","Rest of SC","Plastics/rubber","Truck","2.228660"
"Louisville KY-IN (KY Part)","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","1.821586"
"Louisville KY-IN (KY Part)","Nashville TN","Plastics/rubber","Truck","6.661376"
"Louisville KY-IN (KY Part)","Knoxville TN","Plastics/rubber","Truck","12.395579"
"Louisville KY-IN (KY Part)","Rest of TN","Plastics/rubber","Truck","11.701383"
"Louisville KY-IN (KY Part)","Austin TX","Plastics/rubber","Truck","0.298376"
"Louisville KY-IN (KY Part)","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","7.896692"
"Louisville KY-IN (KY Part)","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","3.830199"
"Louisville KY-IN (KY Part)","Houston TX","Plastics/rubber","Truck","0.345353"
"Louisville KY-IN (KY Part)","Laredo TX","Plastics/rubber","Truck","0.298087"
"Louisville KY-IN (KY Part)","Rest of TX","Plastics/rubber","Truck","1.103696"
"Louisville KY-IN (KY Part)","Salt Lake City UT","Plastics/rubber","Truck","0.451869"
"Louisville KY-IN (KY Part)","Rest of UT","Plastics/rubber","Truck","1.295617"
"Louisville KY-IN (KY Part)","Richmond VA","Plastics/rubber","Truck","0.454184"
"Louisville KY-IN (KY Part)","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","1.257049"
"Louisville KY-IN (KY Part)","Rest of VA","Plastics/rubber","Truck","12.311754"
"Louisville KY-IN (KY Part)","Seattle WA","Plastics/rubber","Truck","0.115037"
"Louisville KY-IN (KY Part)","West Virginia","Plastics/rubber","Truck","0.888387"
"Louisville KY-IN (KY Part)","Milwaukee WI","Plastics/rubber","Truck","3.256703"
"Louisville KY-IN (KY Part)","Rest of WI","Plastics/rubber","Truck","6.904223"
